CLUE,ANS,POS
Non-professional ,amateur,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
Recount ,narrate,1
"Flip, coin or pancake say ",toss,1
Cancel out,nullify,1
Slender ,thin,3
Occurrence ,event,2
Greek tragedian ,aeschylus,2
A synthetic fabric ,nylon,2
Radio identification ,call sign,2
Police officer,inspector,6
"Length of time, or a full stop ",period,15
Electronic material ,silicon,1
All of one's assets -- 5-door car ,estate,12
"Pillager, plunderer ",raider,1
Handsome young man of Greek mythology ,apollo,2
Attack by many parasites ,infestation,1
Pale sherry,amontillado,1
Apprehension ,dread,9
Light shoe,flip-flop,2
Brave guy ,hero,1
Something provoking a response ,stimulus,1
Hair dye ,henna,1
Feral ,wild,1
Sweetheart ,darling,6
Early satellite ,sputnik,1
All assets and liabilities ,estate,13
Bubbles ,foam,1
Appealing to emotion rather than actuality ,sentimental,2
Set of clothes,outfit,1
