CLUE,ANS,POS
Bloodsucker; early doctor ,leech,4
Roman Emperor notorious for vice and luxury ,nero,1
Supreme Being ,god,1
Wash with clean water,rinse,1
Get away ,escape,1
"Rudyard --, author ",kipling,1
Sorcerer ,magician,2
Thrilled ,excited,1
In the distant past ,long ago,6
Casual shoes ,sneakers,1
Burrowing marsupial ,wombat,3
The world considered as a linked community ,global village,11
Whirlpool ,eddy,7
Naval asset ,warship,9
Came into sight ,appeared,2
Marine - living in water ,aquatic,1
Small falcon ,merlin,3
Dramatic prince of Denmark ,hamlet,1
Sermons are preached from it ,pulpit,1
Vocalist ,singer,5
"Undamaged, not broken ",intact,1
Ocean ,sea,1
"Pablo -, Spanish painter/sculptor ",picasso,1
Small landmass ,islet,14
