CLUE,ANS,POS,FOUND IN
A knotted mess,tangle,1,Tangled
Fastener ,zip,3,Zip tie
New Zealander ,maori,3,Haka (traditional Maori war dance/song)
Publicise ,advertise,8,Advertise to the masses
Over to the other side,across,1,Across the divide
Normal; innate,natural,4,Natural ability
Lady luck ,chance,6,Blissful chance
Hindu sect and its chant ,hare krishna,2,"Bhakti Yoga - ""Hare Rama, Hare Krishna"""
Organ of hearing ,ear,3,Tympanic membrane (eardrum)
Strong wind ,gale,1,Gale-force
"Coin issued Jan first, two thousand and two ",euro,7,Euro (for EU member states that minted their own coins)
Take on ,adopt,4,Adoption
"Thyme, for example",herb,1,Aromatic herb
Make uneasy or cause to be worried ,perturb,16,Perturbing event
Occurring after an armed conflict ,post-war,14,Post-war recovery
Place of worship ,chapel,14,Methodist Chapel
Tedious task ,chore,1,Boring chore
Infuriating ,exasperating,15,Exasperating situation
Cultivated grass,lawn,1,Lawn mowed
Specialist in diseases of women ,gynaecologist,14,Gynaecologist with additional training (sub-specialty)
"Of soldier, illegally absent - initially ",awol,8,Absent without leave (AWOL)
Littoral region ,coast,1,Coastal area
"Curt, terse ",laconic,15,Laconic expression
Specifications by which something may be assessed ,standards,2,Measurement standards
River of western Scotland ,clyde,10,Blackwater (Clyde)
Small whirlpools ,eddies,1,Tiny eddies
Comfort ,ease,11,At ease
