CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,1
Scintillate ,sparkle,1
Peak ,summit,1
Embankment that should prevent flooding ,levee,2
Pouched animal from down under ,kangaroo,1
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,1
Circumvent ,evade,6
Introductory music ,prelude,2
Barbaric,cruel,10
Anger ,ire,12
Kayak-like boat,canoe,1
Calf flesh ,veal,1
One's university,alma mater,11
Foe ,enemy,1
IX,nine,1
"Reassurance, cheer ",encouragement,1
Family,kin,1
Actual ,real,1
Principal actor in a film ,star,3
Lubricating pump ,grease gun,1
Melancholy ,blue,2
Element in diamonds ,carbon,1
Peak,apex,4
Long narrow stretch of water between Africa and Arabia ,red sea,3
Manner of walking ,gait,1
Distinct and discrete ,separate,1
Unit of data ,byte,1
Ten year period ,decade,1
Odds on horse at beginning of race,starting price,5
