CLUE,ANS,POS
Concur ,agree,1
Meat from pig ,bacon,4
Enclosed piece of territory ,enclave,1
Novel by Flaubert,madame bovary,1
Come to a halt ,stop,1
Having no predetermined limit ,open-ended,6
Five-toed pachyderm ,elephant,1
Nocturnal insect ,moth,1
Moscow citadel ,kremlin,1
"Result, consequence",aftermath,2
Young cattle ,calves,1
Small songbird ,wren,1
"Made known, disclosed ",revealed,1
A bridge or a width ,span,5
Mailing item ,envelope,3
Person protecting bathers,lifeguard,2
Goes or comes back ,returns,1
Puncture ,stab,2
Mistake ,faux pas,4
"Objectionable, offensive ",obnoxious,7
