CLUE,ANS,OUTPUT
"One means these flowers, oddly ",anemones,"['Iris', 'Poppy', 'Tulip', 'Rose', 'Daisy', 'Lavender', 'Orchid', 'Hydrangea', 'Iris', 'Jasmine', 'Freesia', 'Geranium', 'Marigold', 'Tulip', 'Rose', 'Sunflower', 'Zinnia', 'Geranium', 'Hydrangea', 'Tulip']"
Pay attention to ,heed,"['Attention', 'Attention span', 'Attention to detail', 'Focus', 'Focus span', 'Mindfulness', 'Perception', 'Observation', 'Comprehension', 'Insight', 'Perception', 'Comprehension', 'Intuition', 'Insight', 'Intuition', 'Observation', 'Perception', 'Attention span', 'Focus', 'Attention to detail']"
Type of carpet ,axminster,"['Berber carpet', 'Tufted carpet', 'Shag carpet', 'Frieze carpet', 'Plush carpet', 'Berber rug', 'Sisal carpet', 'Oriental rug', 'Moroccan rug', 'Persian rug', 'Afghan rug', 'Turkish rug', 'Moroccan Berber carpet', 'Persian rug', 'Sisal rug', 'Cotton carpet', 'Linen carpet', 'Hemp carpet', 'Bamboo carpet', 'Sisal carpet']"
Lustful,randy,"['Desire', 'Coveting', 'Craving', 'Fondness', 'Passion', 'Immurement', 'Amorality', 'Seduction', 'Voyeurism', 'Obsession', 'Greed', 'Sloth', 'Indulgence', 'Immoral', 'Treachery', 'Desireful', 'Corrupting', 'Vulgarity', 'Sensuality', 'Immodesty']"
Principles on which practices are based ,theories,"['Base principles', 'Core principles', 'Fundamental principles', 'Ground rules', 'Core values', 'Standards', 'Guidelines', 'Norms', 'Protocols', 'Standards', 'Rules of conduct', 'Ethical principles', 'Moral principles', 'Principles of conduct', 'Principles of practice', 'Guiding principles', 'Guiding principles', 'Bases of practice', 'Principles of operation', 'Principles governing']"
Angry ,ireful,"['Blaze', 'Flare', 'Fury', 'Grudge', 'Hostility', 'Irate', 'Ignited', 'Jealousy', 'Outrage', 'Rage', 'Resentment', 'Resentiment', 'Scorn', 'Wrath', 'Aggression', 'Confrontation', 'Indignation', 'Wrathful', 'Vexation', 'Wrathful']"
Church robe ,vestment,"['Altar cloth', 'Bible', 'Clergy', 'Clergyman', 'Choir robe', 'Crozier', 'Emanuels', 'Episcopal robes', 'Gospel book', 'Hood', ""Clergyman's robe"", 'Layered robes', ""Martyr's robe"", ""Priest's robe"", 'Robe', 'Sacraments', 'Sanctuary', 'Secular attire', 'Seminary robes', 'Worship robes']"
"Of thespian, perform with excessive restraint ",underact,"['Restrained', 'Exuberant', 'Restraint', 'Impertinent', 'Ephemeral', 'Languor', 'Obfuscation', 'Restraining', 'Paradox', 'Incongruity', 'Paradoxical', 'Incongruity', 'Ephemeral', 'Incongruity', 'Paradoxical', 'Incongruity', 'Ephemeral', 'Incongruity', 'Paradoxical', 'Incongruity']"
"Very wealthy person, especially an industrialist ",fat cat,"['Tycoon', 'Billionaire', 'Industrialist', 'Merchant', 'Philanthropist', 'Patron', 'Speculator', 'Oligarch', 'Tycoon', 'Millionare', 'Baron', 'Count', 'Duke', 'Viscount', 'Prince', 'Astor', 'Rothschild', 'Rockefeller', 'Carnegie', 'Potter']"
"Foretell, be a sign of ",augur,"['Omen', 'Prophecy', 'Nostradamus', 'Tarot card', 'Oracle', 'Seer', 'Sibyl', 'Whisker', 'Omen', 'Sign', 'Aura', 'Premonition', 'Prophecy', 'Synchronicity', 'Synchronicity', 'Preordained', 'Prophetic', 'Prophesied', 'Premonition', 'Prophesied']"
