CLUE,ANS,POS,FOUND IN
German tank ,panzer,1,Panzergeschütz
"Irish organisation for women, initially ",ica,8,An Phoblacht Óg an tSean Náisiúna (The Young Republicans - Women's Wing)
Something abnormally large and powerful ,behemoth,17,Behemoth (biblical creature known for its strength and size)
Small lie ,fib,5,Lilliputian fib
Hot drink ,cocoa,18,Hot cocoa
Of flowers ,floral,4,Floral arrangement
Widely known and esteemed ,noted,14,Noted for excellence
Transporting vehicle ,van,7,Roadster courier van
"John, Paul, George and Ringo ",beatles,1,Beatles quartet
Friendly - type ,kind,5,"Kind-hearted: Compassionate, generous, and considerate towards others."
Magnitude ,size,3,Huge quantity or size
