CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,2
Scintillate ,sparkle,1
Peak ,summit,1
Nothing ,zero,1
New Zealander ,maori,6
Publicise ,advertise,1
Embankment that should prevent flooding ,levee,1
Pouched animal from down under ,kangaroo,1
Normal; innate,natural,2
"Calm, pacify, appease ",placate,3
Lady luck ,chance,2
Astonishing ,amazing,17
Circumvent ,evade,13
Introductory music ,prelude,5
Barbaric,cruel,11
"Obligations, responsibilities ",duties,1
Kayak-like boat,canoe,1
Organ of hearing ,ear,1
One's university,alma mater,1
Narrow valley with a stream ,glen,5
Foe ,enemy,2
Gatehouse ,lodge,5
IX,nine,1
