CLUE,ANS,POS,FOUND IN
Picture ,image,14,The image of barren land without crops
Ten years ,decade,1,Decade-long
Be at odds,disagree,1,Disagreeing
Immeasurably bad ,abysmal,6,Abysmally bad
(Of snow) melt ,thaw,1,Thawing
"Beliefs, dogmas ",tenets,8,Core tenets
Travelling company of entertainers ,circus,1,Circus troupe
Step up the ladder - called for ,rung,17,Jump to the next rung
Broad smile,grin,2,Grinning widely
Attire ,dress,1,Dressy
Business room - position of responsibility or duty,office,8,CFO (Chief Financial Officer)
Scottish residence of the British royal family ,balmoral,2,Balmoral Castle
