CLUE,ANS,POS
South American animal of the camel family,llama,1
Bit part actor ,extra,1
Brown seaweed ,kelp,1
"The Great Barrier ..., Australian natural wonder ",reef,1
Verdure ,greenery,1
"American state, capital Boise ",idaho,1
Nobleman,baron,2
Spiritualist meeting ,seance,2
South Indian people or language ,tamil,1
No longer in existence,extinct,1
Formerly capital of Nigeria ,lagos,1
Serenade,love song,8
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,1
Motor fuel ,diesel,2
Printing error ,typo,2
West African country ,mali,5
Major Asian river ,indus,5
Emphasis; turn rapidly ,spin,1
Branch of mathematics ,algebra,2
Underground passage ,tunnel,2
Speaker ,orator,1
Devilment or roguishness ,mischief,1
"Adversary, antagonist ",opponent,2
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Bird expert ,ornithologist,1
One receiving medical care ,patient,1
"Handle, run ",manage,1
Discomfort due to changing time zones when flying,jet lag,1
