CLUE,ANS,POS,FOUND IN
Sesame Street character -- patron saint of sailors ,elmo,3,Uncle Gus the Cookie Monster (metaphorically a comforting presence like Saint Elmo's fire to sailors)
Large property ,estate,1,Spacious estate
Hamlet's mother ,gertrude,1,"Gertrude (referring to Queen Gertrude, Hamlet's mother)"
Kinship between women ,sisterhood,15,Sisterhood (feminine bond)
Criminal deception,fraud,1,Fraudulent scheme
Local dignitary ,mayor,8,Illustrious mayor
John ...... wrote ` `The Pilgrim's Progress'' ,bunyan,7,Anglican writer (John Bunyan)
Without anxiety or responsibilities ,carefree,6,Carefreeness
Support; in return ,back,6,Backing
Branch of knowledge dealing with material resources ,economics,8,Scarcity economics
Retail outlet,shop,2,Shopping mall
Discourage ,deter,1,Deterred
Not long ago ,recent,1,Recently
Comedian ,comic,9,Comic relief
Early artilleryman ,cannoneer,7,Cannoneer (archaic)
Be next to ,adjoin,8,Adjoining
