CLUE,ANS,POS
Nauseous when flying,airsick,1
Anger ,ire,10
.... sapiens is the human species ,homo,3
Orderly and clean ,neat,1
Agricultural labourer of low status ,peasant,10
Servitude ,bondage,1
Engulfing swirl of e.g. whirlpool ,vortex,1
"Practical, no-nonsense",down-to-earth,4
Full of praise ,laudatory,8
Small cake or bread roll ,bun,9
Brief light fall of rain ,shower,2
Miser ,skinflint,5
Polish; glow ,shine,16
Beatle ,ringo,5
House or hotel visitors ,guests,1
Rush headlong ,career,10
Hospital-like - strictly objective,clinical,1
This job does not require all of the working week ,part-time,1
Country of Pharaohs ,egypt,1
Gambling house ,casino,2
Strong cord ,rope,1
"Upper class, nobility ",aristocracy,12
Bath ,tub,2
Uttered - bicycle wheel part ,spoke,3
