CLUE,ANS,POS
Changed from solid to liquid ,melted,1
Arsonist ,pyromaniac,2
"Unit of magnetic flux, composer ",weber,1
Farm vehicle ,tractor,1
Occurring now and then -- cop raids (anag) ,sporadic,1
The Americas ,new world,1
Exult -- make merry ,rejoice,1
"Profits, incomes ",earnings,2
"It causes something to happen, in chemistry say ",catalyst,2
Downward path ,descent,1
"Ghastly, grisly ",gruesome,1
Marvellous ,superb,8
Width ,breadth,7
Small bird ,wren,3
Soaked ,drenched,1
"Small, light boat ",canoe,4
Plate protecting the skin of fish and reptiles,scale,1
Skin or thin paper ,tissue,1
Southern African desert ,kalahari,1
Young sheep ,lamb,1
Exclusive control of something ,monopoly,1
Loss of memory ,amnesia,1
