CLUE,ANS,POS
One who believes there is no god,atheist,1
Remains of tree - puzzle ,stump,6
Analgesic drug ,codeine,10
"'Refrain from, stop (6)' ",desist,3
Gifts,donations,7
Stir (up public opinion?),agitate,3
"Sea-god, son of Poseidon ",triton,1
Shut ,closed,1
Rubbish dropped ,litter,1
Backpacking ,trekking,1
Person unknown ,stranger,4
Unexpected failure or error ,glitch,1
Set in the soil for growth ,planted,4
Dance originating in Cuba ,rumba,4
Metal fixing pin ,rivet,6
Togetherness ,unity,1
"Juicy stone-fruit, orange-pink when ripe ",apricot,2
Cessation of hostilities to allow peace talks ,truce,1
Normal ,usual,5
