CLUE,ANS,POS,FOUND IN
Soldier on guard ,sentry,13,Armed sentry
Farm implement ,plough,6,Ploughshare
Regions at the top and bottom of the world ,polar,1,"Arctic Circle: Located within the Northern Hemisphere, encircling the North Pole, characterized by cold climates and polar regions."
Privilege ,right,1,Special right or advantage
Access ,entry,12,Unrestricted entry point
Come out again ,reemerge,16,Reemerge with confidence and poise
Excessively orderly and fussy ,anal,11,Anal-retentive (as a psychological term related to excessive orderliness)
Decayed areas in teeth ,caries,2,Dental caries
Look up to ,admire,2,Admire greatly
Largest Roman hippodrome ,circus maximus,1,"Circus Maximus: The largest Roman hippodrome, originally used for chariot racing and other public events, spanning over 620,000 square feet (580 acres)."
"Circular band of flowers and leaves, often seen on graves ",wreath,1,Floral wreath
Cards taken in excess of the contract in Bridge ,overtrick,1,Overtricks
Scottish family grouping ,clan,1,"Clan: A traditional Scottish kinship group bound by a shared ancestry, often with a chief or clan leader representing its members."
Common fund; game ,pool,1,Shared pool
