CLUE,ANS,POS
Detest ,execrate,14
Triangle with two sides of equal length ,isosceles,3
Once more ,again,1
Single piece of sand etc,grain,1
Harmless untruths ,white lies,10
Backlash,repercussion,2
French cathedral city ,chartres,4
Contort ,twist,1
Vary,fluctuate,7
Serviette ,napkin,3
Excessively instructive ,didactic,1
Well-known or famous person ,celebrity,1
Annuls an act ,repeals,1
Yellow fruit ,banana,1
Root vegetable ,parsnip,7
Large sailing ship ,galleon,6
Hangman's loop ,noose,1
Whimsical - amusing,droll,8
Of the moon ,lunar,1
Continuous,unbroken,1
War god - chocolate bar - spoils,mars,1
Watery part of milk ,whey,1
Wanderer ,nomad,4
French definite article ,les,3
Relating to the kidneys ,renal,1
Enfold ,wrap,2
Smooth little stone ,pebble,1
Slaughterhouse ,abattoir,1
Older or higher in standing ,senior,7
Very bright red ,scarlet,2
Motif of intertwined initials ,monogram,1
Raw ,uncooked,1
Thwarted ,frustrated,12
