CLUE,ANS,POS,FOUND IN
Texans sometimes wear hats to hold ten of them ,gallon,2,Ten-gallon hat
At a great distance ,afar,17,From afar
Upper-body armour piece ,cuirass,7,Armored cuirass
"Very old English cop, or spud scraper ",peeler,6,Venerable peeler
Press ,iron,17,Stressful environment
Large snake ,boa,4,Boa constrictor
"Funny, droll ",comic,4,Comical
"Wry, sarcastic",ironic,16,Ironically amusing comment
A bag for schoolbooks ,satchel,2,School satchel
Artificial fibre ,nylon,16,Nylon (another prevalent synthetic fiber)
