CLUE,ANS,POS,FOUND IN
Use up,exhaust,13,Exhaust all opportunities
Sieve ,strainer,2,Strainer: A bowl-shaped utensil with small holes that permits liquid passage but keeps solid materials inside.
Devout follower,disciple,6,Righteous disciple
Cricket honour in the fire ,ashes,13,"Ashes to ashes, cricket to fire"
Glowing particles for a colloquial radio operator ,sparks,8,Lighthearted sparks
Strongly want ,desire,8,Ardent desire
A sailor's traditional song ,shanty,1,Sea shanty
"'Showing the way, out in front (7)' ",leading,14,Beacon (symbolic of leading the way)
Plunge ,dive,1,Dive headfirst
Connection ,link,1,Linking
Gobsmack,astonish,1,Astonished by surprise
Supplication ,request,2,Desperate request for nourishment
Resign ,quit,4,Quitting communication
"Chest bones, may be floating ",ribs,5,Floating ribs
Parade ,march,2,Marching band
