CLUE,ANS,POS
Israeli city ,tel aviv,1
Stroke lovingly,caress,20
Expressing sorrow for one's sins,penitent,2
Portion of meat ,cutlet,1
Weapons store ,arsenal,2
Leisurely walk ,amble,3
Barrel-maker ,cooper,1
"Pattern of sounds, the beat ",rhythm,3
Underlying theme ,subtext,1
Light midday meal in India ,tiffin,2
Raise in rank ,promote,1
Tranquillity,peacefulness,16
Expel from a country ,deport,1
High-kicking French dance ,cancan,2
Greek goddess ,athena,1
Longs (for) ,yearns,2
Contests of speed ,races,2
Male domestic fowl,rooster,1
