CLUE,ANS,POS,FOUND IN
Texans sometimes wear hats to hold ten of them ,gallon,1,"Ten-gallon hat: A traditional wide-brimmed cowboy hat, colloquially associated with Texan culture; however, the phrase ""hold ten"" is metaphorical rather than literal, as hats cannot physically hold a number of items."
Protein (catalyst) ,enzyme,1,"Enzyme: Proteins that act as biological catalysts, speeding up chemical reactions in cells without being consumed in the process."
Of the immediate past ,recent,1,Recent history
Alias ,pseudonym,1,Pseudonym - a fictitious name used instead of one's real name
Upper-body armour piece ,cuirass,6,"Plastron (used in combination with cuirass, it covers the chest)"
Instruction for cooking ,recipe,4,Measure out ingredients according to the recipe's instructions.
Deficient,lacking,1,Lacking essential components or qualities
Flat-topped height ,plateau,1,Plateaued
Large snake ,boa,4,Boa constrictor
Enquire,ask,1,Ask for information
Loft ,attic,2,Attic space
"Wry, sarcastic",ironic,3,Ironical
Artificial fibre ,nylon,13,Nylon (widely used synthetic fiber known for its strength and versatinasity)
"Hi, howdy ",hello,2,Informal salutation: Hello!
