CLUE,ANS,POS
Fewer ,less,1
Film ,movie,1
Forgive sins,absolve,1
Defy ,flout,2
Renounce (a belief) ,recant,4
Sorcery -- conjuring ,magic,1
Audacity ,rashness,15
Golf ball support ,tee,1
Discover ,learn,6
Book of maps ,atlas,1
Quavering,tremulous,16
Flinch ,wince,16
Exalted; awesome ,sublime,10
Loop of rope with a slip knot,noose,1
Amiss ,awry,1
Artillerymen,gunners,1
Arab sailing ship ,dhow,1
"Crazy, insane ",demented,3
Bequest ,legacy,2
Low spirits,melancholy,2
The easing of tensions between nations ,detente,4
Large military force,army,1
