CLUE,ANS,POS,FOUND IN
Note equivalent to four crotchets ,semibreve,2,"Semibreve (a whole note, which could be subdivided into four crotchets if needed)"
Send on; football player ,forward,2,Pass forward
Celebrity,star,1,A-list star
"Cabbage, sprouts etc ",greens,1,"Greens (in general, including cabbage and sprouts)"
Chop or cut with axe ,hew,8,Hewing
Hungarian composer ,liszt,3,Franz Liszt
Sudden seizure of power ,coup,1,Coup d'état
"Disdain, disrespect ",contempt,1,Contemptuous
Blow air through (grain) to remove chaff ,winnow,2,Winnowing
Newspaper with half-size pages ,tabloid,10,Minimalist tabloid
Hard iron alloy ,steel,1,Carbon steel
Dress for bed?,nightgown,1,"Sleepwear: Clothes specifically designed for sleeping, such as nightgowns or pajamas."
