CLUE,ANS,POS,FOUND IN
Indian dish ,samosa,4,Samosas
King Richard 1st had nickname like Latin hero ,lionheart,1,"This was indeed a nickname given to King Richard the Lionheart, as well as his father Henry II of England"
Departs ,goes,3,Goes away
Hitler's title ,f,1,Führer
A noisy American snake ,rattler,13,Timber Rattler
Bony framework ,skeleton,9,Underlying skeleton
Fungal plant disease ,mildew,5,Downy mildew
Sandbank ,bar,12,Sandbar
"Obstinate, bullheaded ",stubborn,12,Stubbornly resisting
Small African nocturnal primate with large eyes ,bushbaby,10,Long-fingered bushbaby
