CLUE,ANS,POS
Pungent red salad root ,radish,1
Triangle with two sides of equal length ,isosceles,1
Once more ,again,1
Harmless untruths ,white lies,1
Serviette ,napkin,1
Leg plus rib of a mouse-like desert rodent ,gerbil,2
Annuls an act ,repeals,24
Yellow fruit ,banana,2
Root vegetable ,parsnip,5
Large sailing ship ,galleon,1
Rotary energy converter,turbine,1
Continuous,unbroken,3
Wanderer ,nomad,1
French definite article ,les,4
Smooth little stone ,pebble,1
Slaughterhouse ,abattoir,3
Older or higher in standing ,senior,1
Thwarted ,frustrated,7
