CLUE,ANS,POS,FOUND IN
Single piece of sand etc,grain,1,Fine grains
Contort ,twist,2,Twisted form
Diminutive animal doctor ,vet,1,Veterinary surgeon
Excessively instructive ,didactic,18,Tactlessly didactic
Exclamation of pain - that hurt! ,ouch,16,Ouch! (a common reaction to sudden pain)
Sign up ,enrol,2,Enroll
Of the moon ,lunar,1,Lunar landscape
Relating to the kidneys ,renal,2,"Renal function - Refers to how well the kidneys are working in filtering waste, maintaining fluid balance, and producing urine."
Enfold ,wrap,4,Wrap securely
Very bright red ,scarlet,2,Scarlet hue
