CLUE,ANS,POS,FOUND IN
Tasmanian capital,hobart,1,"Home to diverse attractions such as MONA (Museum of Old & Natural Art), Salamanca Market, and the iconic waterfront development at Battery Point, Hobart offers a unique blend of cultural experiences, local cuisine, and outdoor adventures for residents and visitors alike."
Legal proceeding brought by one party against another,action,2,Litigation action
Corpse ,body,2,Deceased body
Audacious robbery,heist,3,Gutsy heist
Dwell ,reside,1,Reside or live in a particular place
"Place where ancient Greeks consulted gods, as at Delphi ",oracle,1,Oracle's abode
Famous novel by F Scott Fitzgerald 'The Great . . . . . .' ,gatsby,1,Scott Fitzgerald: The Great Gatsby
Texas mission besieged and captured by Mexican forces in 1836 ,alamo,1,Alamo defenders
Express gratitude to ,thank,2,Your guidance and support have been immensely helpful; thank you from the bottom of my heart!
Prepare for publication ,edit,12,Thesis or dissertation for publication in an edited volume
Amaze ,astound,2,Astounding
What Jack Sprat's wife couldn't eat ,lean,12,"Lean protein sources: While not specifically about high-fat content, lean proteins would still be important in a diet aiming to minimize fat intake and support Jack's health needs."
Half-melted snow ,slush,13,Half-frozen slush (after a brief thawing period)
