CLUE,ANS,POS
Tenant ,lessee,7
Damp and sticky ,clammy,9
Bunch of flowers ,posy,9
Cooking fat ,lard,3
Sudden sharp feeling ,twinge,7
Stamp collector ,philatelist,1
Asian rainy season ,monsoon,1
Pasta in thin strands,vermicelli,6
"Alone, set apart ",isolated,1
Squeeze into less space ,compress,1
"Real, not abstract ",concrete,2
Show to be right or justified ,vindicate,15
Grid ,lattice,8
Accidental release ,leakage,1
"Defeat, overcome",conquer,1
Mountainous ,craggy,6
Very dry ,arid,1
Such as well might happen ,likely,2
Dread ,terror,11
