CLUE,ANS,POS
Burrowing marsupial ,wombat,1
Cycling arena,velodrome,2
Nocturnal bird ,owl,1
Braids ,plaits,1
Edible crustacean ,shrimp,3
Madagascan primate ,lemur,1
"Pest, pain in the neck ",nuisance,3
Justice should hold these evenly ,scales,1
Conceivable,possible,1
The Dog-star ,sirius,1
Company emblem ,logo,1
Contagious skin infection,scabies,7
Bank guarantee of payment ,letter of credit,2
Alga ,seaweed,3
"Benign, innocuous ",harmless,2
"Different, diverse ",varied,1
Handcart that holds groceries etc while shopping,trolley,6
College administrator ,dean,1
Unsightly ,ugly,1
New town in County Durham ,peterlee,8
Young sheep ,lamb,1
Overturn or unsettle ,upset,3
Legal order ,writ,7
Covering of tree trunk,bark,1
Nerve cell ,neuron,1
First name of Disney's Duck ,donald,1
