CLUE,ANS,POS,FOUND IN
Means of help in project ,resource,13,Resource allocation
(Of show) performed by a single person ,one-man,7,One-man/woman show
Language of much of the New World ,spanish,2,"Spanish (widely spoken in Latin America, parts of the U.S., Spain, and other countries)"
Hand tool for plasterers or gardeners ,trowel,1,"Trowel - Used by both plasterers and gardeners to apply, spread, and smooth materials like plaster or soil."
Cavity in head ,sinus,3,Sinus cavity
Short pointed beards ,goatees,2,"Goatee (again, while goatees aren't necessarily short, they often have a pointy look)"
Units of sound intensity ,decibels,13,Loudness level – A subjective measurement often expressed in units like decibels relative to 1 kHz sound pressure level (dB SPL)
Exhausted,tired,1,"Fatigued - Feeling extreme tiredness or weariness, usually as a result of mental or physical exertion."
Disease of pigs ,swine fever,1,African Swine Fever (ASF)
Bird used in falconry ,goshawk,11,Goshawk - A powerful raptor used in falconry for hunting small game and birds.
Small people ,children,3,Kids/Children
