CLUE,ANS,POS,FOUND IN
"Best Actress Oscar winner 1981, for ""On Golden Pond""",katharine hepburn,5,Katharine Hepburn (daughter)
Purse worn with kilt ,sporran,1,"Sporran purse: Traditional Scottish sporrans often feature a small built-in pocket, which can be used as an accessory to hold personal items while wearing a kilt."
Venerate ,respect,1,"Honor and respect: Acknowledge or hold in high esteem someone or something for their virtues, qualities, or contributions."
Ugly and offensive sight ,eyesore,8,Eyesore of a face
"Grassland; Georgia river, port ",savannah,1,Savannah River Port
Medical stitch ,suture,1,Suture thread
Influence someone deviously ,manipulate,1,Manipulate subtly
Producing much ,prolific,5,Prolifically producing
Give way ,yield,1,"Yielding: In the context of a crossword puzzle, this could refer to an entry that is less dominant or allows for other entries to be filled in more easily."
Exercise by repeated practice -- bore ,drill,6,Mundane conditioning drills
Wrapped around with string ,twined,1,Entwined
Inert gas ,xenon,5,"Xenon: With powerful illumination properties when electrified, xenon is used in high-performance lamps but remains chemically inactive as an element."
Seat ,chair,2,Available chair
