CLUE,ANS,POS
Small barrels as for beer ,kegs,1
Semi-precious variety of agate,onyx,5
Indicate assent ,nod,1
Insect drawn to flame ,moth,1
Arch used in croquet ,hoop,2
Feel; discernment ,sense,1
Standard of perfection ,ideal,2
Salt water expanse,ocean,1
Puts forward for consideration ,suggests,6
Uncontrollable muscle contractions ,spasms,1
Home made of blocks of snow ,igloo,1
Unique designation in radio communications ,call sign,1
Incendiarism ,arson,1
Old cartoon sailor,popeye,1
Creator of ceramics ,potter,1
Most sage and learned ,wisest,1
Merciful ,lenient,4
Precipitous ,steep,2
Hereditary molecule ,gene,5
String quartet instrument,cello,3
"TV's USS Enterprise, for instance ",starship,1
Unconscious state ,coma,1
Short journey to carry a message ,errand,1
He's not involved - just observing ,onlooker,9
Colour of embarrassment? ,scarlet,4
Syncopated music style ,ragtime,4
Falsehood ,untruth,5
Shuffle along awkwardly ,shamble,8
