CLUE,ANS,POS,FOUND IN
Nauseous when flying,airsick,1,Airsickness 
Anger ,ire,4,Wrath (severe anger often associated with a desire for revenge)
.... sapiens is the human species ,homo,2,Homo sapiens (human beings)
Orderly and clean ,neat,22,"Neat (tidy; well organized, which suggests a clean state as well)"
Agricultural labourer of low status ,peasant,3,Peasantry worker
Small cake or bread roll ,bun,17,Brioche bun (smaller version of the classic French bread/bun)
Sold illegally or secretly ,under-the-counter,6,Under-the-counter transactions
Polish; glow ,shine,3,Shine (as in resultant state)
Beatle ,ringo,15,Eleven (referring to Ringo Starr's real name).
Take over by force,usurp,9,Usurp (typically applies to titles or power)
Hospital-like - strictly objective,clinical,4,Extensive experience conducting randomized controlled trials which hones his ability to critically evaluate clinical evidence for reliability and validity.
Utter with excited cries,whoop,12,Whoop wordfully
Country of Pharaohs ,egypt,1,"The correct answer to this clue, considering the length requirement typical of a crossword puzzle, would be ""Egypt""."
Early string instrument ,viol,11,Symphonia (a type of medieval violin)
Remanded or delayed ,detained,9,Detained pending further proceedings
Strong cord ,rope,1,Durable rope
Bath ,tub,6,"In geology, a tubular depression in the ocean floor at mid-ocean ridges where magma is extruded to form new crust and seafloor spreads outward."
