CLUE,ANS,POS
Cold season ,winter,1
Landed property ,estate,1
Dull sound of a bell,clang,1
Sheep meat ,mutton,2
Work imitating various sources,pastiche,6
Withdraw ,pull out,16
Drink the health of - brown bread!,toast,1
"Mammal, striped head ",badger,4
Shore ,coast,2
Geometrical figure ,triangle,1
'It takes ? to tango' ,two,1
Nudists ,naturists,2
Illuminate ,light,1
Get ready ,prepare,1
Not recognised by anyone ,unknown,5
Deride - mock ,jeer,3
Just a pale fib ,white lie,1
"Jane -, US actress ",fonda,1
Upper chamber of Parliament ,house of lords,2
Hooked claw ,talon,1
"Benjamin --, composer ",britten,1
Light-sensitive membrane in the eye ,retina,1
Nethermost ,lowest,1
Rough dry cider ,scrumpy,2
Carved or cast figure ,statue,1
Bodies of (usually fresh) water ,lakes,1
International formula car race ,grand prix,4
Door support ,hinge,5
Consented ,agreed,1
"Imitated, mimicked",aped,13
One of the Great Lakes,huron,2
Owing to ,because,2
Postpone ,defer,5
Countryside walker,rambler,2
Vivid long-tailed bird of the Americas,quetzal,1
Public sale - type of bridge,auction,1
Bringer of freedom,liberator,1
