CLUE,ANS,POS
Cries of wild geese ,honks,1
Original New Zealanders ,maori,1
Baked fruit pudding,apple crumble,1
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,1
"Distinguished, prominent ",eminent,3
Reserve specially ,earmark,6
Celestial body of hot gases ,star,2
Reach ,attain,11
Soldier in a light cavalry regiment ,hussar,3
Begin again ,renew,7
Pursue,chase,1
Remain ,stay,4
Devil ,demon,1
Original,primal,2
Life-supporting gas ,oxygen,1
Jupiter is one ,planet,1
Midnight? ,witching hour,14
Thoroughfare ,avenue,2
Those fully grown ,adults,1
Imperial land measurement ,acre,1
