CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,1
Scintillate ,sparkle,1
Peak ,summit,3
Nothing ,zero,4
Fastener ,zip,6
Publicise ,advertise,5
Embankment that should prevent flooding ,levee,2
Over to the other side,across,1
Pouched animal from down under ,kangaroo,1
Normal; innate,natural,1
"Calm, pacify, appease ",placate,4
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,1
Circumvent ,evade,3
Introductory music ,prelude,3
"Obligations, responsibilities ",duties,2
Kayak-like boat,canoe,1
Calf flesh ,veal,1
One's university,alma mater,1
Foe ,enemy,1
IX,nine,1
