CLUE,ANS,POS,FOUND IN
Green-fleshed fruit ,avocado,20,Avocado (when unripe or young and not yet fully matured).
Furthest or highest degree ,extreme,1,Most extreme level
Gloss - refinement,polish,7,Polished finish
At ease,relaxing,11,Relaxing environment
Open space (in forest) ,clearing,3,Forest clearing
Physical or mental capacity,strength,18,Strength (physical capacity)
Forthright ,blunt,4,Bluntly
Tact - tasty food,delicacy,18,Delicious delicacy
Gas or dust clouds in space ,nebulae,1,"Nebulae: Vast interstellar clouds comprised primarily of gas and dust, often acting as stellar nurseries for new stars."
"Tennis, football, shot ",volley,3,Serve-and-volley strategy
Come closely together ,huddle,8,Huddled group
Local church community ,parish,1,Parishioners
