CLUE,ANS,POS,FOUND IN
Animal collection ,zoo,5,Zoological array
"Barricade, railing ",barrier,11,Protective barrier
Yearbook ,almanac,2,Almanac (records yearly information)
Cressida's Shakespearean lover,troilus,1,"Troilus (from ""Troilus and Criseyde"")"
Seat; fish ,perch,2,Perch (a type of seat that doubles as a bird's rest or a kind of fish)
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,2,"Tenzin Gyatso - current Dalai Lama (Tibetan: bSang sras rnam rgyal) and monk at Drepung Monastery, traditionally the head of Tibet's Buddhist sects before the role became more spiritual than political."
Based on logic ,rational,1,"Evelyn Witts, given the clue ""Based on logic,"" I would consider words that embody reasoning or rational thought processes:"
"By this means, as result of this ",hereby,8,Whereby
Charlotte Bronte novel ,jane eyre,1,Jane Eyre (her most famous work)
Consume too much ,overeat,10,Overeat/Overspend (in a metaphorical sense)
Oriental mushroom; E ikon (anag.) ,enoki,3,Enoki (another type of mushroom used in Asian cooking) - also rearranges well with 'oriental' to form this solution.
