CLUE,ANS,POS
Top US horse race ,kentucky derby,2
Publicity announcement ,advertisement,3
Bony framework ,skeleton,1
Any procedure regularly followed ,routine,1
Accustomed to home life ,domesticated,1
An undertaking with little chance of success ,long shot,2
Investigation of component parts ,analysis,2
Windless ,calm,2
City at the confluence of the Blue and White Nile ,khartoum,1
Slippery fish ,eel,5
Southeast Asian country ,thailand,1
Greek god of love ,eros,1
Largest Canary island ,tenerife,1
Satan ,lucifer,1
