CLUE,ANS,POS
"Collie, perhaps ",sheepdog,3
Burn ,combust,12
Uncooked ,raw,1
Incorporeal being ,spirit,2
Pleads ,begs,1
Fine fabric ,silk,1
Informal conversation ,chat,1
Very detailed ,intricate,4
Memorial of antiquity ,relic,7
"Find, or establish in particular place ",locate,9
Dairy product ,cheese,2
Comprehended ,understood,1
Increase in size,grow,3
City on the Danube ,belgrade,3
Former shire official,reeve,3
Strength -- could possibly ,might,2
Relation by marriage ,in-law,1
Overcome; original copy ,master,6
Huge ,gigantic,2
Bounce back ,rebound,2
Response ,answer,1
Instruct ,train,7
Exhibit ,show,5
State of SW US ,arizona,1
