CLUE,ANS,POS
Drastic; outermost ,extreme,1
One who takes a pessimistic view of human goodness or sincerity ,cynic,1
Colour of a chromium-rich beryl gemstone ,emerald green,1
Leader ,head,3
Handwriting studier ,graphologist,3
Poisonous ,toxic,1
Religious choral composition ,motet,3
Remedy for all ills ,panacea,1
Two-faced Roman god of doors (5) ,janus,1
Mythical giant or dwarf of Scandinavia ,troll,2
Woodwind instrument ,oboe,3
"Retrieval, recovery ",reclamation,3
Bring under control; quieten ,subdue,20
"Originally, cavalry force of smallholders",yeomanry,2
Samurai ritual suicide ,hara-kiri,2
In addition ,plus,19
Sportsperson ,athlete,1
Universal panacea ,cure-all,1
"South Pacific kingdom, capital Nuku'alofa ",tonga,1
Euphoric ,elated,2
Get away ,escape,1
Early 20th-century ragtime dance ,turkey trot,2
National Park in Devon and Somerset ,exmoor,1
Upright ,erect,2
Fatalities,deaths,1
Nightclothes ,pyjamas,3
Not hurting ,painless,6
Wind instrument ,flute,1
Lacking in caution,rash,9
Gilbert and Sullivan operetta,the gondoliers,3
Dawn ,daybreak,7
Face covering ,mask,1
