CLUE,ANS,POS,FOUND IN
Unpleasant child,brat,7,Spoiled brat
Waste,squander,5,Squandering
Period ,era,12,Proliferative phase
Certificate ,diploma,1,Diplomas
Study of human and animal behaviour ,psychology,3,Comparative psychology
Not paid at the scheduled time ,overdue,2,Overdue payment
Large spoon ,ladle,18,Enormous ladle
Militant Irish nationalist organisation,ira,1,Irish Republican Army (IRA)
Repository for objects of historical interest ,museum,5,Museum of antiquities
Withdraw former statement or belief ,recant,1,Recanted
