CLUE,ANS,POS,FOUND IN
Bite and grind food in the mouth,chew,2,Chewing
Textile fibre,flax,14,Flax (for linen)
"-- and Aeneas, opera by Purcell ",dido,11,Undying love (for Queen Dido)
Not particularly surprising,unremarkable,7,Unremarkable incident
Underground chapel ,crypt,16,Cryptic chapel
Automation ,robot,1,Robotic
District of the Gironde ,m,7,Medoc Peninsula
Contract of insurance ,policy,4,Policyholder obligation
Part of London (or Alberta) ,edmonton,12,Edmonton (near London in the UK sense for comparison with cities in Alberta)
Speak to the residence ,address,3,Address the householder
