CLUE,ANS,POS,FOUND IN
Potholer -- I'll goose-step (anag) ,speleologist,3,Speleologist (cave scientist)
Horned beast,rhino,3,Capriodontidae (family of modern-day rhinoceroses that possess horns)
Sycophant ,toady,9,Toadying advocate
"Rue, repent ",regret,1,Regretful
Astrological band of the sky with 12 signs ,zodiac,1,Zodiac Circle
Rich fabric ,velvet,6,Velvet upholstrany
Scope - send money ,remit,2,Remittance
Sicilian volcano ,etna,1,"Mount Etna - the most active volcano on mainland Europe, located in Sicily"
Imaginary white horse with long horn ,unicorn,3,Legendary unicorn-like creature
Dome ,cupola,9,Cupola (small dome)
Repair ,mend,1,Mended
Have ,own,3,"Own a particular item, object, or quality"
Motionless ,static,19,Static position
Nuclear ,atomic,12,Subatomic power generator
Artificial language ,esperanto,1,"Linguarum artificium: Skilled in artificial languages, such as Esperanto or Klingon."
A tooth on a wheel ,cog,1,Cog tooth
Lesson offered by story ,moral,3,Fable as a moral lesson
Remember ,recall,10,Mind'ranky recall
Hand implements ,tools,2,Gripping tools
