CLUE,ANS,POS
Care for ,tend,3
Archer ,bowman,1
Ill fame ,notoriety,2
Acute pain of the nerves ,neuralgia,3
Hair dye ,henna,6
Laughable ,preposterous,12
Jupiter (god) ,jove,7
Terrace ,patio,3
"Ferocious, savage",fierce,12
Intensely dislike ,detest,2
Front part of a ship ,bow,1
More acute ,sharper,1
Maxim ,dictum,14
Horse rider ,jockey,2
Muscular spasms and pains ,cramps,6
Became healthy again ,healed,6
Wrestling hold ,half nelson,11
Disobey ,defy,41
Weird ,eerie,13
Fall back on ,turn to,10
