CLUE,ANS,POS
Arab ruler ,emir,1
Continental ,european,1
Wearing of clothes designed to give an impression of authority,power dressing,10
Moneylender who charges excessive interest ,usurer,1
Card game with four players ,bridge,2
Greek god of wine and ecstasy ,dionysus,1
Inequitable ,unjust,2
Fire-raising crime ,arson,1
Overwhelming fear ,panic,1
The state of being alone ,solitude,4
Boiling water vapour,steam,1
Lustful woodland god ,satyr,5
Playwright ,dramatist,4
Carve a statue ,sculpt,1
Acceptance ,approval,2
