CLUE,ANS,POS,FOUND IN
Social insect ,ant,1,Ant colony
"Courting, romancing ",wooing,16,Wooing (someone)
Underground cemetery ,catacomb,3,Catacombs
Boast ,brag,4,Brag about one's abilities
Of scientists involved in legal investigations,forensic,1,"Forensic Scientist: Specializes in analyzing physical evidence from crime scenes, including DNA analysis, fingerprints, ballistics, and more."
Forgive ,excuse,3,Mistaken action excused
Shelter (for ships),haven,13,Nautical haven (an informal term indicating a safe place for ships to rest)
Remunerations ,earnings,9,Earnings (salary-related)
Ball game ,tennis,2,"Tennis match: Specifically refers to tennis, a racket sport where players hit a spherical object back and forth over a net."
Eye problems causing blurred vision ,cataracts,5,"Cataracts: Clouding of the eye's natural, clear lens, which leads to decreased visual acuity and blurred images."
Scope for freedom of action ,latitude,8,Generous latitude for behavior
One consuming ,eater,3,Overeater (describing someone who consumes large amounts of food frequently or uncontrollably)
Spring back ,bounce,9,"Resilient bounce: This phrase captures both physical and psychological resilience, symbolized by the springing back motion."
Concave - sunken ,hollow,3,Hollow out or depression
