CLUE,ANS,POS,FOUND IN
Protrude ,jut,4,Jut out
"Old, courtly dance ",saraband,13,Sarabande
Quite obvious and clear ,evident,6,Self-evident nature
Ballpoint pen ,biro,12,Biro (UK term for ballpoint pen)
UN children's organisation ,unicef,1,UNICEF (United Nations Children's Fund)
Tiered ,layered,11,Layered system
Naval commander -- wrestling hold ,nelson,20,Full nelson
One-way-motion toothed wheel ,ratchet,5,Ratchet and pawl
Shellfish ,shrimp,4,Shrimps
Demand ,claim,20,Claim (can be used to express a demand)
