CLUE,ANS,POS
Academy award ,oscar,1
Moisture condensed at night ,dew,1
Magnitude ,size,2
Stick out ,protrude,1
Man or beast ,animal,2
Shield from danger ,protect,1
Item inserted in a written record ,entry,2
One who watches ,viewer,3
Unrest - upheaval ,turmoil,1
Remains of a prehistoric plant or animal ,fossil,1
An old noisy car ,banger,13
Advise strongly or prod ,urge,3
Lloyd Webber musical ,evita,2
Every year ,annually,1
Scottish estuaries,firths,1
Set on a particular musical note ,pitched,3
Calling for immediate attention,urgent,1
The Cape of Good - ,hope,4
