CLUE,ANS,POS
Small barrels as for beer ,kegs,1
Indicate assent ,nod,8
Insect drawn to flame ,moth,1
Arch used in croquet ,hoop,3
Assembly for discussion ,conference,2
Standard of perfection ,ideal,1
Model ,pattern,11
Salt water expanse,ocean,1
Uncontrollable muscle contractions ,spasms,1
Home made of blocks of snow ,igloo,2
Incendiarism ,arson,1
Old cartoon sailor,popeye,1
Creator of ceramics ,potter,2
"Subjects, themes ",topics,3
Hereditary molecule ,gene,1
String quartet instrument,cello,3
"TV's USS Enterprise, for instance ",starship,1
Colour of embarrassment? ,scarlet,2
Syncopated music style ,ragtime,4
Falsehood ,untruth,6
