CLUE,ANS,POS
Old or ageing ,elderly,2
Bring a baby off mother's milk ,wean,1
The first man ,adam,1
Hang around ,loiter,3
State ,condition,4
Cheese-paring,parsimonious,10
Breaking waves ,surf,1
A stand in a market-place ,stall,1
Place of religious seclusion,cloister,8
Epic - legend ,saga,12
Pressure or emphasis ,stress,1
"Functional, handy ",useful,1
Conceal ,hide,1
Knee-bending ,genuflection,1
Boundary; maximum ,limit,1
Frame of vehicle ,chassis,2
Card game ,canasta,7
Caribbean isle ,haiti,6
Adhesive - muggy,sticky,1
Baby frogs ,tadpoles,1
Knock down (building) ,demolish,1
Part of a billiard table,pocket,1
Nearer ,closer,1
Requiring hard work ,arduous,2
Crustacean ,crab,3
