CLUE,ANS,POS
Going in the same direction but always the same distance apart ,parallel,1
"Warranty, pledge ",guarantee,1
Outline drawing ,sketch,1
Pennant ,banner,1
Medical care ,treatment,1
It used to be Constantinople ,istanbul,1
Winner ,champion,1
Transparent part of envelope,window,1
Disappear gradually ,fade out,12
Art of crafting objects from paper,origami,1
Looks for; is in store for ,awaits,1
Person who paddles a kayak or suchlike ,canoeist,3
Greatly surprised,amazed,7
Storage space for fodder,silo,2
Albumen,egg white,1
Lose all cohesion ,disintegrate,1
Odours ,smells,1
Underground room ,cellar,2
Incisive ,penetrating,5
Garden of fruit trees,orchard,1
