CLUE,ANS,POS
Tenant ,lessee,4
Damp and sticky ,clammy,6
Border,boundary,4
Bunch of flowers ,posy,2
Cooking fat ,lard,2
Sudden sharp feeling ,twinge,9
Stamp collector ,philatelist,1
"Behind, nautically",astern,1
Flag bearing a device ,banner,3
"Lean, part of foot ",heel,2
Asian rainy season ,monsoon,1
Pasta in thin strands,vermicelli,7
"Alone, set apart ",isolated,2
Squeeze into less space ,compress,1
"Real, not abstract ",concrete,3
Merged into one,united,2
"Defeat, overcome",conquer,7
Mountainous ,craggy,8
Very dry ,arid,1
Dread ,terror,3
"Marlene --, German actress ",dietrich,2
Sicken ,nauseate,1
