CLUE,ANS,POS
A vast age ,aeon,1
Ravine ,gorge,3
Window slat ,louvre,11
"Apprise, notify ",inform,3
Muggy ,humid,1
Without fixed limits or restrictions,open-ended,18
Pay a casual visit unannounced ,drop in,1
Rough calculation ,estimate,1
Online document ,web page,6
"Drink, maybe philtre ",potion,2
Star sign ,virgo,6
"Horrified, shocked ",aghast,1
Take a stand against ,oppose,2
Tennis court feature ,net,1
Damage ,harm,7
Egyptian goddess ,isis,1
Interlaced link of hair strands ,braid,2
"Hurry, haste ",rush,1
"The universe, all things ",creation,3
"Atrocious, awful ",dreadful,4
"London area, centre of the UK diamond trade",hatton garden,2
One loads and unloads ships,stevedore,6
Wrongly understand ,misinterpret,1
Bring out or come forth ,issue,8
Easy - without suffering ,painless,10
Thighbone ,femur,1
