CLUE,ANS,POS
Beautiful insect and swimming stroke ,butterfly,1
Pull hard ,heave,1
Welsh dog ,corgi,1
Irish county - Lincolnshire market town,louth,26
Particular feature ,aspect,14
Waterway ,canal,5
Island country in the Persian Gulf ,bahrain,1
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,4
Type of savoury tart ,quiche,1
Vocalist ,singer,1
Job ,occupation,2
Perceive,notice,1
"Put down, degrade (6). ",demean,1
Ungenerous,stingy,2
Rotate ,spin,1
Forbearing ,tolerant,3
Decay in teeth ,caries,13
Rainwater channel,gutter,1
Price of passage ,fare,1
"Hat, for a country-and-western singer perhaps",stetson,1
Outline drawing ,sketch,1
Drink ,beverage,2
Abraham's wife (OT) ,sarah,1
Reasoning ,logic,1
Spotted; saw ,espied,10
Power of creative thought ,imagination,1
End of day ,sunset,1
