CLUE,ANS,POS
Parliamentary break ,recess,1
"Sickness, ailment ",malady,8
Easy gallop ,canter,2
Live,exist,1
Imaginary place where everything is perfect ,utopia,1
Noah's vessel ,ark,1
Out of tune,off-key,4
Figure maker ,sculptor,3
Rips; droplets ,tears,1
Bizet opera ,carmen,1
"Trustworthy, dependable ",reliable,1
Plaything ,toy,1
Colouring stick ,crayon,1
Modish ,elegant,5
"Dry, parched ",arid,1
Emaciated ,skeletal,2
Endeavours ,attempts,2
Wait here to be picked up ,bus stop,3
