CLUE,ANS,POS
Border or leeway ,margin,1
Automaton resembling a human,android,1
Glue ,adhesive,1
Item of make-up ,lipstick,1
"Obstinate, unwilling to yield ",stubborn,1
Refer (to indirectly) ,allude,1
Tetanus ,lockjaw,1
Secret police of the former German Democratic Republic,stasi,1
Central part ,core,1
Style of art such as that of Jackson Pollock ,abstract expressionism,1
Alliance ,guild,10
Intensely; harshly ,severely,1
Burial place ,tomb,1
Feeling of boredom ,ennui,6
Computer network ,internet,2
Peak ,acme,4
Definite article ,the,1
Tin alloy used to make plates and mugs,pewter,5
Cut of meat from the lower back and sides,loin,1
Striped equine ,zebra,1
"Stately old dance, takes only a minute ",minuet,1
Rather inferior,mediocre,2
To a small degree ,slightly,1
"Shrewdness, good for business ",acumen,1
