CLUE,ANS,POS,FOUND IN
Vast age ,eon,18,Eons-old
Fianc?(e) - proposed ,intended,6,Intended mate
Concern or curiosity ,interest,4,Interested
Achieve successfully ,accomplish,1,Accomplished
Peak (of cap); be very full ,brim,15,Brimming
Hold spellbound ,enthral,10,Enthralling
French spa town,vichy,12,"Vichy - Located in the Auvergne region, Vichy is a spa town with natural thermal waters and a rich cultural heritage."
Richard . . . . . . composer of 'The Flying Dutchman' and 'Lohengrin' ,wagner,1,"the answer you are looking for is ""Wagner,"" as in Richard Wagner, the German composer who wrote ""The Flying Dutchman"" and ""Lohengrin."""
People of high birth,gentry,10,Landed gentry
"Verify, examine ",check,14,Check out
