CLUE,ANS,POS
Soldier on guard ,sentry,14
Appropriate ,apt,4
Christian sacrament requiring pouring of water ,baptism,1
Privilege ,right,6
River at Maidstone ,medway,1
Definite,certain,1
Decayed areas in teeth ,caries,2
Receptacle for household rubbish,dustbin,3
Small red fruit ,cherry,1
Place to which one is travelling ,destination,1
"Concept, belief ",notion,6
Friction or division in church organisation ,schism,1
One not eating or using animal products ,vegan,2
Look up to ,admire,2
Largest Roman hippodrome ,circus maximus,1
"Circular band of flowers and leaves, often seen on graves ",wreath,1
Member of travelling people,nomad,1
Relativity scientist ,einstein,1
Scottish family grouping ,clan,1
Enthusiastically ,eagerly,2
