CLUE,ANS,POS
Disclose or uncover ,reveal,1
Accuse with a crime (US) ,indict,2
Scintillate ,sparkle,1
Brawl (colloq.) ,punch-up,20
Peak ,summit,2
Nothing ,zero,1
Claim ,allege,15
Publicise ,advertise,3
Embankment that should prevent flooding ,levee,2
Over to the other side,across,1
Pouched animal from down under ,kangaroo,1
Normal; innate,natural,2
"Calm, pacify, appease ",placate,6
Lady luck ,chance,2
Flat-bottomed barge ,lighter,1
Astonishing ,amazing,1
Circumvent ,evade,2
Introductory music ,prelude,10
Barbaric,cruel,6
"Obligations, responsibilities ",duties,1
Kayak-like boat,canoe,1
Organ of hearing ,ear,1
One's university,alma mater,1
Strong wind ,gale,1
Foe ,enemy,1
