CLUE,ANS,POS
Large flat dish ,platter,9
(US) lorry driver ,trucker,1
City devastated in World War II ,coventry,9
Tome ,book,3
One works among trees ,forester,1
Allow ,permit,2
Male deer ,stag,2
Average (but poor),mediocre,1
Catch fire ,ignite,1
Unknown or peculiar ,strange,7
Expert in word origins ,etymologist,2
Earliest; good degree ,first,11
Swift deer-like animal ,antelope,2
Repair ,mend,3
Impediment,obstacle,1
Prizes or remunerations ,rewards,12
"Not hollow, the same throughout ",solid,1
Elucidated,clarified,2
Declare ,affirm,11
"Disappointment, being thwarted",frustration,3
Soft toffee,fudge,13
Alloy ,brass,1
