CLUE,ANS,POS
Impelled ,driven,1
Hand tool for plasterers or gardeners ,trowel,1
"'-' Marciano, US boxer ",rocky,1
Promise or pawn ,pledge,2
Adhesive ,glue,1
Risk-free risk? ,safe bet,4
Orderly ,methodical,4
Loathes and detests ,abhors,13
CS Lewis' fictional realm,narnia,1
Audibly ,out loud,3
Long-faced ,glum,7
Assessment ,appraisal,1
Always winning,unbeaten,3
Froth ,suds,5
Exhausted,tired,2
White coating caused by damp ,mildew,7
Herb ,thyme,2
Period learning a trade ,apprenticeship,1
Bird used in falconry ,goshawk,3
