CLUE,ANS,POS
Fewer ,less,1
Film ,movie,1
Forgive sins,absolve,2
Formerly Nyasaland ,malawi,1
Renounce (a belief) ,recant,15
Sorcery -- conjuring ,magic,1
Diminutive - drunk,tiddly,2
Golf ball support ,tee,1
"James --, fourth US president ",madison,1
Take over plane by force in flight ,hijack,1
Discover ,learn,5
Book of maps ,atlas,1
Flinch ,wince,10
Pointed weapons ,spears,2
Prolonged periods ,ages,3
Loop of rope with a slip knot,noose,1
Artillerymen,gunners,2
Arab sailing ship ,dhow,1
"Crazy, insane ",demented,9
Aristocratic lady,countess,2
Polite addition to a request ,please,1
A feeling of righteous anger,outrage,3
Low spirits,melancholy,6
Large military force,army,1
