CLUE,ANS,POS
Social insect ,ant,1
Farm vehicle ,tractor,1
Palindromic German name ,otto,2
(Make a) deceptive move,feint,7
Male relation ,uncle,5
Not damaged in any way,intact,1
Insincere support ,lip service,7
Wartime safety device ,gas mask,2
Giving way ,yielding,1
Sea snail,whelk,8
Small bird; architect ,wren,10
Antelope,impala,2
Church residence ,parsonage,1
Gift; here ,present,1
Large African mammal,hippopotamus,3
George Eliot novel ,daniel deronda,10
Remunerations ,earnings,14
Chic ,elegant,1
Eye problems causing blurred vision ,cataracts,5
Large deer ,caribou,7
Gourd fruit ,melon,4
