CLUE,ANS,POS
Lacking knowledge or awareness ,ignorant,2
Large wine bottle ,magnum,4
Gift ,donation,3
String of beads ,necklace,1
It's used in jam-making ,pectin,1
Traditional holy day ,sabbath,2
Collected in one place ,assembled,1
Very small ,microscopic,3
Bridges over valleys,viaducts,3
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,3
Mexican monetary unit,peso,1
Annual ,yearly,1
"Another name for Dionysus, Greek god of drink ",bacchus,1
